"Any","zona","dat","via","pk","nomMun","nomCom","nomDem","F_MORTS","F_FERITS_GREUS","F_FERITS_LLEUS","F_VICTIMES","F_UNITATS_IMPLICADES","F_VIANANTS_IMPLICADES","F_BICICLETES_IMPLICADES","F_CICLOMOTORS_IMPLICADES","F_MOTOCICLETES_IMPLICADES","F_VEH_LLEUGERS_IMPLICADES","F_VEH_PESANTS_IMPLICADES","F_ALTRES_UNIT_IMPLICADES","F_UNIT_DESC_IMPLICADES","C_VELOCITAT_VIA","D_ACC_AMB_FUGA","D_BOIRA","D_CARACT_ENTORN","D_CARRIL_ESPECIAL","D_CIRCULACIO_MESURES_ESP","D_CLIMATOLOGIA","D_FUNC_ESP_VIA","D_GRAVETAT","D_INFLUIT_BOIRA","D_INFLUIT_CARACT_ENTORN","D_INFLUIT_CIRCULACIO","D_INFLUIT_ESTAT_CLIMA","D_INFLUIT_INTEN_VENT","D_INFLUIT_LLUMINOSITAT","D_INFLUIT_MESU_ESP","D_INFLUIT_OBJ_CALCADA","D_INFLUIT_SOLCS_RASES","D_INFLUIT_VISIBILITAT","D_INTER_SECCIO","D_LIMIT_VELOCITAT","D_LLUMINOSITAT","D_REGULACIO_PRIORITAT","D_SENTITS_VIA","D_SUBTIPUS_ACCIDENT","D_SUBTIPUS_TRAM","D_SUBZONA","D_SUPERFICIE","D_TIPUS_VIA","D_TITULARITAT_VIA","D_TRACAT_ALTIMETRIC","D_VENT","grupDiaLab","hor","grupHor","tipAcc","tipDia"
"2011","Zona urbana","27/04/2011","SE","999999","Rubí","Vallès Occidental","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","Si","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Rampa o pendent","Calma, vent molt suau","Feiners","15,55","Tarda","Atropellament","dill-dij"
"2011","Carretera","18/06/2011","TV-3454","9,5","Deltebre","Baix Ebre","Tarragona","0","1","0","1","1","0","0","0","0","1","0","0","0","50","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana","12,2","Matí","Sortida de la calcada sense especificar","dis"
"2011","Carretera","16/06/2011","C-31C","1,5","Sant Boi de Llobregat","Baix Llobregat","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial insuficient","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","0,1","Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
"2011","Carretera","22/04/2011","SE","999999","Brull, el","Osona","Barcelona","0","2","0","2","1","0","0","0","0","1","0","0","0","40","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Altres","Municipal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","18,3","Tarda","Sortida de la calcada sense especificar","div"
"2011","Carretera","09/04/2011","N-230","20,8","Almenar","Segrià","Lleida","0","1","0","1","1","0","0","0","1","0","0","0","0","70","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","4,4","Nit","Sortida de la calcada sense especificar","dis"
"2011","Zona urbana","30/04/2011","SE","999999","Móra la Nova","Ribera d'Ebre","Tarragona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Encalç","NA","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","19,43","Tarda","Col.lisió de vehicles en marxa","dis"
"2011","Carretera","03/12/2011","C-63","10,2","Vidreres","Selva","Girona","1","0","0","1","1","0","0","0","1","0","0","0","0","80","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","11,47","Matí","Bolcada a la calcada","dis"
"2011","Carretera","06/08/2011","N-260","183,2","Bolvir","Cerdanya","Girona","0","2","0","2","2","0","0","0","0","2","0","0","0","60","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Fregament o col·lisió lateral","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","19","Tarda","Col.lisió de vehicles en marxa","dis"
"2011","Carretera","11/09/2011","N-260","5,2","Portbou","Alt Empordà","Girona","1","0","0","1","1","0","0","0","1","0","0","0","0","60","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","18,15","Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dg"
"2011","Carretera","28/10/2011","BV-2244","0,2","Sant Sadurní d'Anoia","Alt Penedès","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","50","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Pluja forta","Sense funció especial","Accident greu","No","No","No","Si","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Mullat","Carretera convencional","Provincial","Rampa o pendent","Vent fort","Feiners","6,5","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"2011","Carretera","18/11/2011","BV-3008","0,6","Sant Joan de Vilatorrada","Bages","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","CapDeSetmana","22,34","Nit","Sortida de la calcada sense especificar","div"
"2011","Carretera","28/05/2011","SE","999999","Tortosa","Baix Ebre","Tarragona","0","1","0","1","1","0","1","0","0","0","0","0","0","100","No","No n'hi ha","Desmunt","Altres","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Caiguda en la via","NA","Carretera","Sec i net","Altres","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","15,5","Tarda","Bolcada a la calcada","dis"
"2011","Zona urbana","06/12/2011","SE","999999","Sabadell","Vallès Occidental","Barcelona","0","1","2","3","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","18,32","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2011","Carretera","01/02/2011","GI-533","3,8","Aiguaviva","Gironès","Girona","0","1","0","1","1","0","0","1","0","0","0","0","0","40","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Caiguda en la via","Giratòria","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","20,15","Tarda","Bolcada a la calcada","dill-dij"
"2011","Zona urbana","22/07/2011","SE","999999","Blanes","Selva","Girona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Un sol sentit","Fregament o col·lisió lateral","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","21,15","Tarda","Col.lisió de vehicles en marxa","div"
"2011","Carretera","11/08/2011","BV-2041","7","Gavà","Baix Llobregat","Barcelona","0","1","0","1","1","0","0","1","0","0","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Genérica via","Alba o capvespre","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","5,17","Nit","Sortida de la calcada sense especificar","dill-dij"
"2011","Zona urbana","26/02/2011","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","3","4","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","Obres","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","8,3","Matí","Col.lisió de vehicles en marxa","dis"
"2011","Carretera","10/07/2011","GI-503","22,2","Maçanet de Cabrenys","Alt Empordà","Girona","0","1","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","11","Matí","Bolcada a la calcada","dg"
"2011","Carretera","07/07/2011","B-30","8","Cerdanyola del Vallès","Vallès Occidental","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","80","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","11,46","Matí","Bolcada a la calcada","dill-dij"
"2011","Carretera","06/05/2011","C-14","105,9","Artesa de Segre","Noguera","Lleida","1","2","0","3","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","NA","NA","Calma, vent molt suau","Feiners","7,55","Matí","Col.lisió de vehicles en marxa","div"
"2011","Carretera","04/04/2011","BV-1432","1,7","Lliçà d'Amunt","Vallès Oriental","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners","12,34","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Carretera","24/05/2011","N-II","459","Alpicat","Segrià","Lleida","0","1","0","1","2","0","0","0","1","1","0","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","13,2","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","04/07/2011","SE","999999","Sabadell","Vallès Occidental","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","20,3","Tarda","Atropellament","dill-dij"
"2011","Carretera","29/06/2011","C-25","165,7","Santa Maria d'Oló","Bages","Barcelona","0","2","0","2","1","0","0","0","0","1","0","0","0","60","No","No n'hi ha","Mixt","No n'hi ha","Obres","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","11","Matí","Sortida de la calcada sense especificar","dill-dij"
"2011","Zona urbana","28/04/2011","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","1","2","2","0","1","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","Carril bus","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","Si","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Un sol sentit","Fregament o col·lisió lateral","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","12,2","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","14/02/2011","SE","999999","Altafulla","Tarragonès","Tarragona","0","1","0","1","2","0","0","0","0","2","0","0","0","30","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident greu","No","No","No","Si","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Doble sentit","Envestida (frontal lateral)","NA","Zona urbana","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","9,45","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","22/08/2011","SE","999999","Aldea, l'","Baix Ebre","Tarragona","0","1","0","1","1","0","0","1","0","0","0","0","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","Feiners","17,5","Tarda","Sortida de la calcada sense especificar","dill-dij"
"2011","Carretera","02/09/2011","C-31","146,2","Cubelles","Garraf","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","50","No","No n'hi ha","Mixt","Carril d'alentiment","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","Si","Arribant o eixint intersecció fins 50m","Senyal velocitat","Alba o capvespre","Senyal Stop o cedeix pas","Doble sentit","Atropellament","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","21","Tarda","Atropellament","div"
"2011","Carretera","18/08/2011","B-212","7,8","Castellví de la Marca","Alt Penedès","Barcelona","0","1","0","1","1","0","1","0","0","0","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","Si","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","9,15","Matí","Bolcada a la calcada","dill-dij"
"2011","Zona urbana","05/04/2011","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","0","0","0","2","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Semàfor","Un sol sentit","Encalç","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","13,5","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","24/11/2011","SE","999999","Lleida","Segrià","Lleida","0","1","0","1","2","0","0","1","0","1","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","Feiners","7,15","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Carretera","16/07/2011","C-32","17,4","Vilanova i la Geltrú","Garraf","Barcelona","0","1","3","4","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Altres","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","6,52","Matí","Altres","dis"
"2011","Carretera","25/05/2011","BP-1503","20","Rubí","Vallès Occidental","Barcelona","0","1","1","2","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Municipal","Pla","Calma, vent molt suau","Feiners","8","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Carretera","25/12/2011","L-800","1,6","Alcarràs","Segrià","Lleida","1","0","0","1","2","0","0","0","1","0","1","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Caiguda en la via","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Municipal","Pla","Calma, vent molt suau","CapDeSetmana","19,17","Tarda","Bolcada a la calcada","dg"
"2011","Zona urbana","28/09/2011","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","17,3","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","18/12/2011","SE","999999","Olot","Garrotxa","Girona","0","1","0","1","1","0","0","0","0","1","0","0","0","20","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Resta sortides de via","Giratòria","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","CapDeSetmana","6,16","Matí","Sortida de la calcada sense especificar","dg"
"2011","Carretera","18/11/2011","C-16","19,5","Terrassa","Vallès Occidental","Barcelona","1","0","0","1","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Sortida de via amb xoc o col·lisió","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners","1,49","Nit","Sortida de la calcada sense especificar","div"
"2011","Zona urbana","30/06/2011","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","1","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","Si","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Un sol sentit","Caiguda en la via","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","23,55","Nit","Bolcada a la calcada","dill-dij"
"2011","Zona urbana","16/02/2011","SE","999999","Lleida","Segrià","Lleida","0","1","0","1","1","0","0","0","0","1","0","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Senyal velocitat","De dia, dia clar","NA","Un sol sentit","Sortida de via amb bolcada","NA","Travessera","Mullat","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","9,3","Matí","Sortida de la calcada sense especificar","dill-dij"
"2011","Carretera","29/03/2011","N-II","664,9","Sant Pol de Mar","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","60","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Fregament o col·lisió lateral","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","13,12","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","11/08/2011","SE","999999","Tàrrega","Urgell","Lleida","0","1","0","1","2","0","1","0","0","1","0","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Sense especificar","Envestida (frontal lateral)","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","23,07","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","23/07/2011","SE","999999","Mataró","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","11,05","Matí","Col.lisió de vehicles en marxa","dis"
"2011","Carretera","12/08/2011","GIV-6741","3,2","Cassà de la Selva","Gironès","Girona","0","2","3","5","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Canvi rasant","Calma, vent molt suau","CapDeSetmana","22,53","Nit","Sortida de la calcada sense especificar","div"
"2011","Carretera","08/08/2011","N-II","684,3","Tordera","Maresme","Barcelona","1","0","2","3","2","0","0","0","0","2","0","0","0","60","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","15,5","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2011","Zona urbana","19/02/2011","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","2","3","2","1","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","11,15","Matí","Atropellament","dis"
"2011","Zona urbana","21/10/2011","SE","999999","Mont-roig del Camp","Baix Camp","Tarragona","0","1","0","1","1","0","0","1","0","0","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Sortida de via amb xoc o col·lisió","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","20","Tarda","Sortida de la calcada sense especificar","div"
"2011","Zona urbana","30/11/2011","SE","999999","Franqueses del Vallès, les","Vallès Oriental","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","Feiners","15","Tarda","Atropellament","dill-dij"
