"Any","zona","dat","via","pk","nomMun","nomCom","nomDem","F_MORTS","F_FERITS_GREUS","F_FERITS_LLEUS","F_VICTIMES","F_UNITATS_IMPLICADES","F_VIANANTS_IMPLICADES","F_BICICLETES_IMPLICADES","F_CICLOMOTORS_IMPLICADES","F_MOTOCICLETES_IMPLICADES","F_VEH_LLEUGERS_IMPLICADES","F_VEH_PESANTS_IMPLICADES","F_ALTRES_UNIT_IMPLICADES","F_UNIT_DESC_IMPLICADES","C_VELOCITAT_VIA","D_ACC_AMB_FUGA","D_BOIRA","D_CARACT_ENTORN","D_CARRIL_ESPECIAL","D_CIRCULACIO_MESURES_ESP","D_CLIMATOLOGIA","D_FUNC_ESP_VIA","D_GRAVETAT","D_INFLUIT_BOIRA","D_INFLUIT_CARACT_ENTORN","D_INFLUIT_CIRCULACIO","D_INFLUIT_ESTAT_CLIMA","D_INFLUIT_INTEN_VENT","D_INFLUIT_LLUMINOSITAT","D_INFLUIT_MESU_ESP","D_INFLUIT_OBJ_CALCADA","D_INFLUIT_SOLCS_RASES","D_INFLUIT_VISIBILITAT","D_INTER_SECCIO","D_LIMIT_VELOCITAT","D_LLUMINOSITAT","D_REGULACIO_PRIORITAT","D_SENTITS_VIA","D_SUBTIPUS_ACCIDENT","D_SUBTIPUS_TRAM","D_SUBZONA","D_SUPERFICIE","D_TIPUS_VIA","D_TITULARITAT_VIA","D_TRACAT_ALTIMETRIC","D_VENT","grupDiaLab","hor","grupHor","tipAcc","tipDia"
"2010","Zona urbana","25/01/2010","SE","999999","Cànoves i Samalús","Vallès Oriental","Barcelona","0","1","0","1","2","0","0","0","0","1","0","1","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Un sol sentit","Encalç","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","23,33","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","31/10/2010","N-240","99,9","Lleida","Segrià","Lleida","0","1","3","4","1","0","0","0","0","1","0","0","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De nit, il·luminació artificial suficient","Senyal Stop o cedeix pas","Doble sentit","Resta sortides de via","Giratòria","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","1","Nit","Sortida de la calcada sense especificar","dg"
"2010","Carretera","17/05/2010","N-II","708,7","Fornells de la Selva","Gironès","Girona","1","0","2","3","4","0","0","0","0","2","2","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Variant","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Estatal","Rampa o pendent","Calma, vent molt suau","Feiners","15,27","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","21/08/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","2","7","9","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Semàfor","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","22,3","Nit","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","07/05/2010","SE","999999","Badalona","Barcelonès","Barcelona","0","1","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Sols norma prioritat de pas","Un sol sentit","Caiguda en la via","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","17,45","Tarda","Bolcada a la calcada","div"
"2010","Carretera","16/08/2010","SE","999999","Sant Carles de la Ràpita","Montsià","Tarragona","0","1","1","2","2","0","0","1","0","1","0","0","0","40","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Encalç","Intersecció en T o Y","Carretera","Sec i net","Altres","Municipal","Rampa o pendent","Calma, vent molt suau","Feiners","14,57","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","13/01/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Doble sentit","Encalç","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","20,54","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","23/10/2010","SE","999999","Barcelona","Barcelonès","Barcelona","1","0","1","2","2","1","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","10,55","Matí","Atropellament","dis"
"2010","Carretera","19/06/2010","AP-7","138","Mollet del Vallès","Vallès Oriental","Barcelona","0","1","2","3","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, sense llum artificial","NA","Doble sentit","Envestida (frontal lateral)","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","5,3","Nit","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","12/02/2010","SE","999999","Cerdanyola del Vallès","Vallès Occidental","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Altres","Municipal","Pla","Calma, vent molt suau","Feiners","14,3","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Zona urbana","16/06/2010","C-31","350","Torroella de Montgrí","Baix Empordà","Girona","0","1","1","2","3","2","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","Si","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Travessera","Sec i net","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","Feiners","18,3","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","12/10/2010","SE","999999","Òdena","Anoia","Barcelona","0","1","0","1","2","0","0","1","0","1","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Doble sentit","Col·lisió frontal","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","Feiners","13,5","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","23/05/2010","N-II","719,4","Girona","Gironès","Girona","0","1","0","1","2","0","0","0","1","1","0","0","0","80","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Variant","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","CapDeSetmana","16,05","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Zona urbana","17/12/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","9,1","Matí","Bolcada a la calcada","div"
"2010","Zona urbana","15/10/2010","SE","999999","Reus","Baix Camp","Tarragona","0","1","0","1","2","1","0","0","1","0","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","13","Matí","Atropellament","div"
"2010","Zona urbana","20/06/2010","SE","999999","Olot","Garrotxa","Girona","0","1","1","2","3","1","0","0","1","1","0","0","0","30","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","13,02","Matí","Atropellament","dg"
"2010","Zona urbana","15/09/2010","SE","999999","Lleida","Segrià","Lleida","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","9,15","Matí","Atropellament","dill-dij"
"2010","Carretera","28/07/2010","B-522","6,1","Manlleu","Osona","Barcelona","0","1","2","3","3","0","0","0","0","3","0","0","0","100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Encalç","Encreuament o intersecció en X o +","Carretera","Sec i net","Carretera convencional","Provincial","Rampa o pendent","Calma, vent molt suau","Feiners","8","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","02/07/2010","SE","999999","Barcelona","Barcelonès","Barcelona","1","0","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","16,4","Tarda","Atropellament","div"
"2010","Carretera","20/03/2010","C-14","162,8","Organyà","Alt Urgell","Lleida","0","3","5","8","3","0","0","0","0","3","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Col·lisió frontal","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","11,04","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Carretera","24/08/2010","GI-673","1,5","Caldes de Malavella","Selva","Girona","0","1","1","2","2","0","0","0","0","2","0","0","0","100","No","No n'hi ha","Terraplé","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners","15,15","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","31/12/2010","LV-3021","1","Artesa de Segre","Noguera","Lleida","0","1","0","1","1","0","0","0","0","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","13","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","div"
"2010","Zona urbana","19/10/2010","SE","999999","Martorell","Baix Llobregat","Barcelona","0","1","1","2","2","0","0","0","0","1","1","0","0","40","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Semàfor","Doble sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","11,2","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","28/05/2010","C-17","39,5","Tagamanent","Vallès Oriental","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","80","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Pluja forta","Sense funció especial","Accident greu","No","No","No","Si","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia fosc","NA","Un sol sentit","Resta sortides de via","NA","Carretera","Mullat","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","Feiners","14,5","Tarda","Sortida de la calcada sense especificar","div"
"2010","Zona urbana","08/02/2010","SE","999999","Terrassa","Vallès Occidental","Barcelona","1","0","0","1","2","0","0","0","1","1","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","Arribant o eixint intersecció fins 50m","Senyal velocitat","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Doble sentit","Fregament o col·lisió lateral","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","5,51","Nit","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","31/10/2010","SE","999999","Mollet del Vallès","Vallès Oriental","Barcelona","0","1","0","1","1","0","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De nit, il·luminació artificial suficient","Sols norma prioritat de pas","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","7,47","Matí","Col.lisió d'un vehicle contra un obstacle de la calcada","dg"
"2010","Carretera","25/08/2010","SE","999999","Prat de Llobregat, el","Baix Llobregat","Barcelona","0","1","0","1","2","1","0","0","0","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Carretera","Sec i net","Altres","NA","NA","Calma, vent molt suau","Feiners","11,39","Matí","Atropellament","dill-dij"
"2010","Zona urbana","23/06/2010","SE","999999","Fuliola, la","Urgell","Lleida","1","0","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident mortal","No","No","No","No","No","Si","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Travessera","Sec i net","Via urbana( inclou carrer i carrer residencial)","Autonòmica","Pla","Calma, vent molt suau","Feiners","20,25","Tarda","Atropellament","dill-dij"
"2010","Zona urbana","24/01/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","15,3","Tarda","Atropellament","dg"
"2010","Zona urbana","03/04/2010","SE","999999","Manresa","Bages","Barcelona","0","1","1","2","2","1","0","1","0","0","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, il·luminació artificial suficient","NA","Un sol sentit","Atropellament","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","22,3","Nit","Atropellament","dis"
"2010","Zona urbana","12/02/2010","SE","999999","Roquetes","Baix Ebre","Tarragona","0","1","0","1","1","0","0","0","0","0","1","0","0","NA","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Si","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Caiguda en la via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","Municipal","Pla","Calma, vent molt suau","CapDeSetmana","17,45","Tarda","Bolcada a la calcada","div"
"2010","Zona urbana","14/09/2010","TP-7225","8,1","Morell, el","Tarragonès","Tarragona","0","1","0","1","3","0","0","1","0","2","0","0","0","50","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Travessera","Accident greu","No","Si","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De nit, il·luminació artificial suficient","NA","Doble sentit","Envestida (frontal lateral)","NA","Travessera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","20,41","Tarda","Col.lisió de vehicles en marxa","dill-dij"
"2010","Zona urbana","25/02/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Un sol sentit","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","12,2","Matí","Atropellament","dill-dij"
"2010","Carretera","20/07/2010","AL","3,3","Barcelona","Barcelonès","Barcelona","0","2","0","2","2","0","0","1","1","0","0","0","0","30","No","No n'hi ha","Sense Especificar","Carril habilitat en sentit contrari habitual","Obres","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","Si","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Provincial","Sense especificar","Calma, vent molt suau","Feiners","9,5","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","02/07/2010","C-1415B","8,4","Lliçà d'Amunt","Vallès Oriental","Barcelona","0","1","1","2","2","0","0","0","0","1","1","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","19,46","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Zona urbana","11/10/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","2","2","4","6","0","0","1","4","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","Si","No","No","En secció","Genérica via","Alba o capvespre","NA","Un sol sentit","Caiguda en la via","NA","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","6,5","Matí","Bolcada a la calcada","dill-dij"
"2010","Carretera","03/01/2010","C-55","10,7","Collbató","Baix Llobregat","Barcelona","1","1","1","3","4","0","0","0","0","4","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Pluja dèbil","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De nit, sense llum artificial","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Mullat","Carretera convencional","Autonòmica","Pla","Calma, vent molt suau","CapDeSetmana","18,58","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Zona urbana","14/04/2010","SE","999999","Terrassa","Vallès Occidental","Barcelona","0","1","0","1","2","1","0","0","0","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","NA","Atropellament","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","13,48","Matí","Atropellament","dill-dij"
"2010","Zona urbana","24/10/2010","SE","999999","Girona","Gironès","Girona","0","1","0","1","3","0","0","0","1","2","0","0","0","100","No","No n'hi ha","A nivell","Habilitació voral/carril addicional","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Envestida (frontal lateral)","Encreuament o intersecció en X o +","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","18,2","Tarda","Col.lisió de vehicles en marxa","dg"
"2010","Carretera","04/08/2010","BP-2121","8,2","Sant Martí Sarroca","Alt Penedès","Barcelona","0","2","0","2","1","0","0","0","1","0","0","0","0","70","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","Si","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Resta sortides de via","NA","Carretera","Sec i net","Carretera convencional","Provincial","Pla","Calma, vent molt suau","Feiners","7,1","Matí","Sortida de la calcada sense especificar","dill-dij"
"2010","Zona urbana","14/07/2010","SE","999999","Alella","Maresme","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","NA","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","Sense especificar","No","No","No","Sense especificar","No","No","No","No","Sense especificar","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","Feiners","17,55","Tarda","Col.lisió d'un vehicle contra un obstacle de la calcada","dill-dij"
"2010","Zona urbana","24/09/2010","SE","999999","Cornellà de Llobregat","Baix Llobregat","Barcelona","0","1","0","1","2","0","0","0","1","1","0","0","0","30","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Senyal velocitat","De dia, dia clar","Sols marques viàries (inclou pas vianants)","Doble sentit","Envestida (frontal lateral)","Intersecció en T o Y","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","Sense especificar","Calma, vent molt suau","CapDeSetmana","15,15","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Carretera","23/10/2010","C-31","137,4","Calafell","Baix Penedès","Tarragona","0","1","1","2","2","0","0","0","0","1","1","0","0","100","No","No n'hi ha","Mixt","Carril lent","No n'hi ha","Bon temps","Ronda, cinturo o circumval.lacio","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Doble sentit","Fregament o col·lisió lateral","Intersecció en T o Y","Carretera","Sec i net","Carretera convencional","Autonòmica","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","10,45","Matí","Col.lisió de vehicles en marxa","dis"
"2010","Zona urbana","10/12/2010","SE","999999","Barcelona","Barcelonès","Barcelona","0","1","0","1","2","0","0","0","1","0","1","0","0","100","No","No n'hi ha","Sense Especificar","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","En secció","Genérica via","De dia, dia clar","NA","Doble sentit","Fregament o col·lisió lateral","NA","Zona urbana","Sec i net","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","CapDeSetmana","15,35","Tarda","Col.lisió de vehicles en marxa","div"
"2010","Carretera","20/07/2010","N-II","661,9","Sant Pol de Mar","Maresme","Barcelona","1","0","1","2","2","0","0","0","1","1","0","0","0","90","No","No n'hi ha","Desmunt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","No","No","No","No","No","En secció","Senyal velocitat","De dia, dia clar","NA","Doble sentit","Col·lisió frontal","NA","Carretera","Sec i net","Carretera convencional","Estatal","Pla","Calma, vent molt suau","Feiners","11,42","Matí","Col.lisió de vehicles en marxa","dill-dij"
"2010","Carretera","10/07/2010","SE","999999","Torroella de Fluvià","Alt Empordà","Girona","1","0","0","1","1","0","0","0","1","0","0","0","0","100","No","No n'hi ha","Mixt","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident mortal","No","No","No","No","No","Si","No","No","No","No","Arribant o eixint intersecció fins 50m","Genérica via","De nit, sense llum artificial","Senyal Stop o cedeix pas","Doble sentit","Xoc contra objecte/obstacle sense sortida prèvia de via","Intersecció en T o Y","Carretera","Sec i net","Altres","Altres","Rampa o pendent","Calma, vent molt suau","CapDeSetmana","4","Nit","Col.lisió d'un vehicle contra un obstacle de la calcada","dis"
"2010","Zona urbana","08/06/2010","SE","999999","Vidreres","Selva","Girona","0","1","0","1","2","1","0","0","0","1","0","0","0","100","No","No n'hi ha","A nivell","No n'hi ha","No n'hi ha","Bon temps","Sense funció especial","Accident greu","No","No","No","No","No","No","No","No","No","No","Dintre intersecció","Genérica via","De dia, dia clar","Senyal Stop o cedeix pas","Un sol sentit","Atropellament","Intersecció en T o Y","Zona urbana","Relliscós","Via urbana( inclou carrer i carrer residencial)","NA","NA","Calma, vent molt suau","Feiners","10,55","Matí","Atropellament","dill-dij"
